conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7808ccb8-9797-4864-80e3-37119ca32b30,valvoa kompostointia,released,skill/competence,occupation-specific,,Sekoittaa biohajoavia materiaaleja oikeassa suhteessa ja seurata orgaanisen jätteen hajoamisprosessia.,http://data.europa.eu/esco/skill/bf4822d3-1f66-499d-afc9-151a9ba33e58,valmistaa seoksia tai liuoksia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7832b684-580c-4eaf-a8b3-322164b041ab,antaa tietoa aurinkopaneeleista,released,skill/competence,cross-sector,,"Tarjota vaihtoehtoisia asuintalojen tai laitosten energianlähteitä etsiville organisaatioille tai yksityishenkilöille tietoa aurinkopaneelien asentamisen ja käytön ja niillä tuotetun energian kustannuksista, eduista ja haitoista sekä siitä, mitä tulee ottaa huomioon harkittaessa aurinkopaneelien ostamista ja asentamista.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500,neuvoa muita | tarjota tietoa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/79a5bc25-5b59-47bc-a4c2-fb8e8cb1ddf6,älyverkkojärjestelmät,released,knowledge,sector-specific,,"Älyverkot muodostavat digitaalisen sähköverkon. Järjestelmään liittyvät sähkön tuotannon, jakelun ja käytön sähköinen digitaalinen hallinta, komponenttien tiedonhallinta ja energiansäästö.
	",http://data.europa.eu/esco/isced-f/0713,sähkö ja energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ac88283-80aa-4a1f-93f8-213cd2a469cb,suunnitella merellä tuotettavan uusiutuvan energian järjestelmiä,released,skill/competence,sector-specific,,"Määrittää merellä tuotettavan uusiutuvan energian järjestelmien ja niiden komponenttien suunnittelueritelmät siten, että suunnitelma on optimoitu varmistamaan turvallinen ja tehokas energiantuotanto. Laatia tarkastuslistoja valmistuneiden merivoimalahankkeiden tarkastamista ja seurantaa varten.
	",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"suunnitella teollisia materiaaleja, järjestelmiä tai tuotteita"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7afd29d7-9c9f-4151-83f2-562b8c94a3af,soveltaa kuljetukseen liittyviä hallinnallisia käsitteitä,released,skill/competence,sector-specific,,"Soveltaa liikenteen alan hallintakonsepteja kuljetusprosessien parantamiseksi, jätteiden määrän vähentämiseksi, tehokkuuden lisäämiseksi ja aikataulun valmistelun parantamiseksi.",http://data.europa.eu/esco/skill/58bd927f-e4cc-4b61-a679-cb91b3f8075a | http://data.europa.eu/esco/skill/6a59e69f-4f2c-4277-bbb3-c7bb792569d5,noudattaa ohjeita ja menettelyjä | hallinnoida yrityksen kuljetusstrategiaa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7b3717e4-e963-44e0-b94f-1088a7242da0,hoitaa kasveja,released,skill/competence,sector-specific,,"Määritellä kasvien hoitotoimenpiteet ja hoitaa kasveja viljelemällä, ylläpitämällä, kastelemalla ja sumuttamalla taimia ja puita käsin tai asianmukaisilla välineillä ottaen huomioon kasvilajit ja turvallisuusvaatimukset.",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,viljellä maata ja viljelykasveja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c2c81fe-b5f5-4691-a58d-7fd0a8b6c0e1,ehkäistä polttouunin lämmönhukkaa,released,skill/competence,occupation-specific,,Estää lämmönhukka sinetöimällä polttouunin ovi tiilillä ja savella.,http://data.europa.eu/esco/skill/bdf2aa76-360d-429d-a967-bdb691f241fa,"käyttää polttouuneja, tulipesiä ja kuivatuslaitteita"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7cefbd03-d544-4184-a9b4-caa1eea2a646,matkailun ympäristövaikutukset,released,knowledge,sector-specific,matkailun vaikutus ympäristöön | turismin vaikutukset ympäristöön | turismin ympäristövaikutukset,Selvitys matkailuun liittyvien toimintojen ympäristövaikutuksista matkailukohteissa.,http://data.europa.eu/esco/isced-f/1015,"matkailu, turismi ja vapaa-aika"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7d70ed20-1c29-4ce3-bda5-9ba6c957a2d2,aaltoenergiamuuntimien tyypit,released,knowledge,sector-specific,,"Erityyppiset aaltoenergian hyödyntämiseen tarkoitetut laitteet, kuten poijut, vaimentimet, OWSC-laitokset, aallonkerääjät tai vedenalaiset paineanturit.
	",http://data.europa.eu/esco/isced-f/0713,sähkö ja energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f321b88-3d16-4e30-8163-5494ca8ce978,kannustaa muita toimimaan ympäristöystävällisesti,released,skill/competence,transversal,,"Kertoa ympäristöystävällisistä toimintatavoista ja edistää niitä sosiaalisissa verkostoissa ja työpaikalla.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,soveltaa ympäristöön liittyviä taitoja ja tietoja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7feca0cc-f0b3-470d-ba03-48c0f7cff286,perehdyttää kestävään matkailuun,released,skill/competence,sector-specific,,"Laatia yksilöille tai ohjatuille ryhmille tarkoitettuja koulutusohjelmia ja -resursseja, jotta voidaan tiedottaa kestävästä matkailusta ja ihmisen toiminnan vaikutuksesta ympäristöön, paikalliseen kulttuuriin ja luonnonperintöön. Kertoa matkailijoille, miten he voivat vaikuttaa myönteisesti, ja lisätä ympäristöasioiden tunnettuutta.
   ",http://data.europa.eu/esco/skill/e2bdf081-333a-414f-b8ac-93c76290f167,valmentaa ja opastaa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ff9cce1-6518-48db-8f59-2beb81508fb2,antaa tietoa tuuliturbiineista,released,skill/competence,sector-specific,,"Antaa vaihtoehtoisia energiantuotantotapoja etsiville organisaatioille ja yksilöille tietoa yksityiskäyttöön tai julkiseen käyttöön tarkoitettujen tuuliturbiinien hinnoista, eduista ja niiden asentamisen ja käytön haitoista. Antaa tietoja siitä, mitä on otettava huomioon tuuliturbiinien käyttöönottamista harkittaessa.",http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500,tarjota tietoa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8034a1ea-5ee0-4a84-8fd3-16411c8d86fb,peltometsäviljely,released,knowledge,sector-specific,,"Sellaisten maanmuokkausjärjestelmien ja -tekniikoiden soveltaminen, joissa perinteiseen peltoviljelyyn yhdistetään puita ja muita puuvartisia kasveja, jotta voidaan jatkaa maataloustuotantoa ja samalla suojella luonnonympäristöä.
	",http://data.europa.eu/esco/isced-f/0821,metsätalous
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/81af8698-9873-4b3d-b6d2-8eb275bf170b,ympäristöuhkat,released,knowledge,sector-specific,,"Ympäristöön kohdistuvat uhkat, jotka liittyvät biologisiin ja kemiallisiin aineisiin, ydinaineisiin, säteilyyn ja fysikaalisiin aineisiin liittyviin vaaroihin.",http://data.europa.eu/esco/isced-f/0521,ympäristötieteet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82423b5c-486f-42e7-b00e-7358757a8de5,testata näytteistä epäpuhtauksia,released,skill/competence,sector-specific,testata näytteistä haitallisia aineita | testata näytteistä saasteita,"Testata näytteitä epäpuhtauksien varalta. Laskea teollisten prosessien ilmaston kuormitus tai kaasun virtaus. Tunnistaa mahdolliset turvallisuuteen tai terveyteen liittyvät riskit, kuten säteily.",http://data.europa.eu/esco/skill/b5a1fc87-c9f2-41f4-a1ae-28e023715592 | http://data.europa.eu/esco/skill/5aec5b83-df71-483e-90b9-21e56a0a3cb2 | http://data.europa.eu/esco/skill/d2e8f452-ac19-4eed-b984-8f55d2a5b763,testata näytteitä | mitata päästöjä | testata ja analysoida aineita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8248a071-5307-4a64-a62d-643a35ec31e2,aurinkosähköpaneelityypit,released,knowledge,cross-sector,aurinkokennotyypit | valokennotyypit,"Erityyppisiä aurinkosähkökennoja ja -paneeleja, joilla on erilaisia tehokkuusetuja eri sää-, kustannus-, kestävyys- ja käyttöikäarvioinneissa sekä asennusmahdollisuuksia.",http://data.europa.eu/esco/isced-f/0713,sähkö ja energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/824fc4ec-4217-46c5-8a5c-f752bb0d2d73,tuholaistorjunnan biologia,released,knowledge,occupation-specific,,Tuhohyönteisten ja jyrsijöiden biologiset ominaisuudet ja niiden vaikutus tuholaistorjuntamenetelmän valintaan.,http://data.europa.eu/esco/isced-f/0511,biologia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c,keinovalojärjestelmät,released,knowledge,sector-specific,,"Keinovalaistuksen tyypit ja niiden tehontarve. HF-loistevalaistus, LED-valaistus, luonnollinen päivänvalo ja ohjelmoidut ohjausjärjestelmät mahdollistavat tehokkaan energian käytön.
	",http://data.europa.eu/esco/isced-f/0713,sähkö ja energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82fea746-853f-4f1b-8ab7-55de8619cccd,kevyt tuotantomalli,released,knowledge,cross-sector,,"Kevyt tuotantomalli eli lean-tuotanto on menetelmä, jonka tarkoituksena on minimoida tuotantojärjestelmissä syntyvä hukka ja maksimoida tuottavuus.
	",http://data.europa.eu/esco/isced-f/0413,johto ja hallinto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8318ca1f-117e-4a21-a07a-5d7515a21035,antaa koulutusta kestävän matkailun kehittämisestä ja hallinnoinnista,released,skill/competence,sector-specific,,"Tarjota koulutusta ja valmiuksien kehittämistä matkailualalla toimivalle henkilöstölle, jotta he saavat tietoa matkakohteiden ja -pakettien kehittämiseen ja hallinnointiin liittyvistä parhaista käytännöistä, samalla kun varmistetaan, että matkailun vaikutus ympäristöön ja paikallisyhteisöihin on mahdollisimman pieni ja että suojelualueita ja eläin- ja kasvilajeja suojellaan tiukasti.
   ",http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488 | http://data.europa.eu/esco/skill/2cb27e30-2be7-4a09-9502-fdd2102c046b,opettaa operatiivisia menettelyjä | vetää ympäristöasioita koskevia koulutuksia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83331548-2159-4b87-9177-c3cb29978540,tarkastaa puita,released,skill/competence,cross-sector,,Tehdä tarkastuksia puille.,http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,seurata ympäristöolosuhteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,energiatehokkuus,released,knowledge,sector-specific,,"Energian käytön vähentämistä koskeva tietämyksen ala. Se koskee energiankulutuksen laskentaa, todistusten antamista ja tukitoimenpiteitä, energian säästämistä vähentämällä kysyntää, kannustamalla fossiilisten polttoaineiden tehokkaaseen käyttöön ja edistämällä uusiutuvan energian käyttöä.",http://data.europa.eu/esco/isced-f/0713,sähkö ja energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8550a96d-3970-46e1-83e1-371c59473ec4,tarjota maatilamatkailupalveluita,released,skill/competence,sector-specific,,"Tarjota maatilamatkailupalveluita maatilalla. Tällaisia palveluja voivat olla muun muassa aamiaismajoituspalvelut, pienimuotoinen ravintolatoiminta, maatilamatkailun tukeminen ja vapaa-ajan toiminta, kuten ratsastus, opastetut paikalliskierrokset, maatilojen tuotannosta ja historiasta kertominen sekä paikallisten pienviljelijöiden tuotteiden myynti.",http://data.europa.eu/esco/skill/e06f2d35-a160-46c2-89f1-9cae9c93c8b8,myydä tuotteita tai palveluja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8570573a-937b-406a-b4b2-1def0387d0d1,huoltaa keskittäviä aurinkoenergiajärjestelmiä,released,skill/competence,sector-specific,,"Suorittaa säännöllistä huoltoa sekä korjauksia järjestelmille, jotka käyttävät heijastavia materiaaleja, kuten linssejä ja peilejä, sekä seurantajärjestelmiä auringonvalon keskittämiseksi säteeksi, josta voimalaitos tuottaa sähköä lämpöenergian avulla.",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"huoltaa sähkö-, elektroniikka- ja tarkkuuslaitteita"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85947873-e99a-4b08-a4e3-743942710fea,toimia kalastusprojektien johtajana,released,skill/competence,sector-specific,,"Kuulla sekä hallituksen että yksityisen sektorin toimeksisaajia kalastushankkeissa, kuten ennallistamistoimissa. Käydä läpi ehdotetut suunnitelmiin ja tarjota asiantuntemusta. Valmistella apurahahakemuksia kalastusohjelmille. Teknisen avun tarjoaminen kunnallisille kalastushankkeille. Tutkia ympäristömuutosten vaikutuksia vesiin. Ratkaista kansalaisten valituksia. Laatia määräyksiä kalastusprojektien ongelmien tunnistamiseksi sekä suositella ratkaisuja.",http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68 | http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca,"suorittaa projektinhallintaa | johtaa, valvoa ja koordinoida projekteja"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85f73cdf-fb6f-434d-8fff-fcd723834a90,kunnostaa ympäristöä,released,skill/competence,sector-specific,,"Toteuttaa sellaisia toimia, jotka varmistavat saasteiden ja pilaantumisen alkulähteen poistamisen ympäristöstä ympäristön ennallistamista koskevien asetusten mukaisesti.",http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c | http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,ottaa käyttöön tapoja pilaantumisen vähentämiseksi | varmistaa ympäristölainsäädännön noudattaminen | noudattaa ympäristönsuojelulakeja ja -normeja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8604cb5f-9e1f-427c-ba23-3c4a6853fe95,suunnitella tuulipuiston keräysjärjestelmiä,released,skill/competence,sector-specific,suunnitella tuulivoimapuiston keräysjärjestelmiä,"Suunnitella järjestelmiä, jotka yhdistävät yksittäiset turbiinit tuulipuistoksi, keräävät energiaa ja siirtävät sen sähköasemalle, joka mahdollistaa tuotetun sähköenergian siirron. Varmistaa, että järjestelmä yhdistää turbiinit toisiinsa ja sähköasemaan turvallisella ja tehokkaalla tavalla.",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"suunnitella teollisia materiaaleja, järjestelmiä tai tuotteita"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8614b988-b907-473e-a701-47b525959dc8,antaa neuvoja lämmitysjärjestelmien energiatehokkuudesta,released,skill/competence,cross-sector,,"Antaa asiakkaille tietoa ja neuvoja siitä, miten pitää kunnossa energiatehokas lämmitysjärjestelmä heidän kotonaan tai toimistossaan ja mitä mahdollisia vaihtoehtoja heillä on.",http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c | http://data.europa.eu/esco/skill/8bc75dce-beba-40f9-93fc-66c9708ed74b | http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d,antaa tuotteita ja palveluja koskevaa neuvontaa | neuvoa tehokkuuden parantamisessa | neuvoa muita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/862920c8-f2d0-4058-8fb8-9f06fbfc2446,kehittää kierrätysohjelmia,released,skill/competence,sector-specific,,Kehittää ja koordinoida kierrätysohjelmia; kerätä ja käsitellä kierrätettävää materiaalia jätteen vähentämiseksi.,http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,laatia toimintaperiaatteita ja -menettelyjä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/86df7af2-f9f3-4c06-a500-7f1fba9e78fe,noudattaa terveys- ja turvallisuuskäytäntöjä rakennustyömaalla,released,skill/competence,cross-sector,,"Soveltaa rakennustyömaita koskevia terveys- ja turvallisuuskäytäntöjä onnettomuuksien, maaperän pilaantumisen ja muiden riskien ehkäisemiseksi.",http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,noudattaa työsuojelumenettelyjä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/86f0bb12-6491-4be7-8306-c88900e91a63,vihreät joukkovelkakirjat,released,knowledge,sector-specific,,"Finanssimarkkinoilla kaupankäynnin kohteina olevat rahoitusvälineet, joiden tavoitteena on hankkia pääomaa hankkeille, joille on määritetty ympäristöhyötyjä.	",http://data.europa.eu/esco/isced-f/0412,"rahoitus-, pankki- ja vakuutusala"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/87af00b5-30fa-41c8-bfa5-357f22c8d589,vaihtaa viallisia komponentteja,released,skill/competence,cross-sector,,Poistaa vialliset osat ja korvata ne toimivilla komponenteilla.,http://data.europa.eu/esco/skill/e487f6f8-854d-4210-9658-4196f07cc209 | http://data.europa.eu/esco/skill/a4cf0e8a-54f6-4fd5-8650-1c82ea86cfd2 | http://data.europa.eu/esco/skill/ade18380-76dc-4263-8c95-f61c0a887fc4,korjata sähkökomponentteja | työskennellä koneita tai erikoislaitteita käyttäen | korvata vialliset laitteet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/885808f7-f42b-406e-95f2-28efcd45ddda,huolehtia tilojen energianhallinnasta,released,skill/competence,cross-sector,,"Kehittää tehokkaita energianhallintastrategioita ja varmistaa, että ne ovat sopivia rakennuksille. Tarkistaa rakennuksia ja laitteita sen määrittämiseksi, miten energiatehokkuutta voidaan parantaa.",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,ottaa käyttöön tapoja kulutuksen kielteisen vaikutuksen vähentämiseksi | suunnitella rakenteita tai tiloja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/88de7361-2054-4402-8e1a-a6feb61d8ba9,tutkia lentoaseman ympäristövaikutuksia,released,skill/competence,sector-specific,tehdä lentoaseman ympäristövaikutuksia koskevia tutkimuksia,"Valmistella ja toteuttaa ympäristötutkimuksia, ilmanlaadun mallintamista ja maankäytön suunnittelututkimuksia.",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,tehdä akateemista tutkimusta tai markkinatutkimusta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89a94a26-29d4-4cd7-9e9d-faebc300c1b1,toteuttaa eroosion hallintaan liittyviä toimenpiteitä,released,skill/competence,sector-specific,säädellä eroosiota,"Toteuttaa eroosion hallintaan liittyviä prosesseja ja projekteja. Suunnitella eroosionhallintatoimenpiteitä, joilla torjutaan tai ehkäistään eroosiota ja vältetään vesien pilaantumista tai maaperän häviämistä.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,noudattaa ympäristönsuojelulakeja ja -normeja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89f5fa96-ae45-4906-902c-d50ca51009c6,tunnistaa uusia kierrätysmahdollisuuksia,released,skill/competence,cross-sector,tunnistaa uusia tapoja kierrättää,"Tutkia uusia ideoita ja tunnistaa mahdollisuuksia jätemateriaalien keräämisen, käsittelyn ja kierrätyksen parantamiseksi.",http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e | http://data.europa.eu/esco/skill/22c45bf7-e52b-475f-847b-c32a87f65a5d | http://data.europa.eu/esco/skill/cbe1b24e-00f3-4b17-94e9-1fcd34a11c3e,osoittaa yrittäjähenkisyyttä | kiertotalous | tunnistaa mahdollisuuksia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8a5d67b6-4abf-4fae-bedf-78c8882d7d47,ajoneuvojen moottorityypit,released,knowledge,cross-sector,,"Maantiellä ja autoradalla käytettävien kilpa-autojen automoottorien tyypit, muun muassa hybridi- ja sähkömoottorien kaltaiset kehittymässä olevat teknologiat, sekä niiden toiminta.",http://data.europa.eu/esco/isced-f/0716,"moottoriajoneuvot, laivat ja ilma-alukset"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8abdc43c-2bfd-417c-97c2-27fcdaf53171,edistää ympäristötietoisuutta,released,skill/competence,cross-sector,,"Edistää ihmisten toiminnan ja teollisen toiminnan kestävyyttä sekä lisätä tietoisuutta ympäristövaikutuksista liiketoimintaprosessien ja muiden käytäntöjen hiilijalanjäljen perusteella.
    ",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,neuvoa ympäristökysymyksissä | ottaa käyttöön tapoja kulutuksen kielteisen vaikutuksen vähentämiseksi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bcf4ef0-edda-4f6a-a1ce-7defb1d324d6,suorittaa vedenkäsittelytoimintoja,released,skill/competence,sector-specific,,"Suorittaa toimia, kuten suodattamista, sterilointia ja kloorinpoistoa, veden puhdistamiseksi kulutusta ja elintarviketuotantoa varten käyttämällä erilaisia menetelmiä ja tekniikoita, kuten mikrosuodatusta, käänteisosmoosia, otsonointia, hiilen suodatusta tai ultraviolettivaloa.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"käyttää öljyn, kemikaalien tai veden käsittelyn järjestelmiä tai laitteita"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bdd25f8-4b6e-40fe-a2cf-c1badc594114,geologia,released,knowledge,cross-sector,,"Kiinteät maa-ainekset, kallioperätyypit ja -rakenteet ja prosessit, joiden avulla niitä muutetaan.",http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba | http://data.europa.eu/esco/isced-f/0532,geotiede | geotieteet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8be4540d-db79-4213-8820-bda0d3fb74a7,aeroponinen viljely,released,knowledge,sector-specific,,"Kasvien viljely ilman väliainetta, kuten multaa. Kasvien juuret ovat suoraan kosketuksissa ympäröivän ilman tai sumun kanssa. Niitä kastellaan ravinneliuoksilla.
   ",http://data.europa.eu/esco/isced-f/0812,puutarhanhoito
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c609e7c-5002-41a7-b629-0b98f132afb0,raaka-aineiden mereen laskemista koskevat määräykset,released,knowledge,occupation-specific,,"Raaka-aineiden mereen laskemista koskevien ympäristömääräysten tunteminen; kemiallisen desinfioinnin ja kloorinpoiston varmistaminen, jotta jätteestä saataisiin puhdasta ja turvallista ja se voidaan laskea mereen.",http://data.europa.eu/esco/isced-f/0712,ympäristönsuojeluteknologia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c7707b3-cd9b-405a-b2e5-9df24172d4f9,valvoa maastoaluetta,released,skill/competence,occupation-specific,,"Valvoa maastoaluetta tapahtumien aikana järjestelmien suojaamiseksi, raportoida maastoalueen kunnosta ja vesistöille tai kasveille järjestelmävirheen takia aiheutuneista vahingoista.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,seurata ympäristöolosuhteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ca08a35-2d2e-46f5-b440-8fc8ce736287,harjoittaa täsmäviljelyä,released,skill/competence,sector-specific,,"Käyttää nykyaikaisia tarkkuuspaikannusvälineitä ja -teknologiaa, geokartoitusta ja/tai automaattisia toiminnanohjausjärjestelmiä maataloustoiminnassa.",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,käyttää maa- tai metsätalouslaitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8dcdd2f0-1784-488f-9821-82a09c4f2cee,tutkia valituksia sääntöjenvastaisesta jätteidenkäsittelystä,released,skill/competence,cross-sector,,Tutkia valituksia sääntöjenvastaisesta jätteidenkäsittelystä ja vastata niihin.,http://data.europa.eu/esco/skill/81f29457-6d0d-4f46-9e0a-7295c7c6f090,vastata valituksiin
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df12fb1-7f41-4068-8d05-007e8fec8f33,suojella metsiä,released,skill/competence,sector-specific,,"Pyrkiä säilyttämään ja ennallistamaan metsärakenteita, luonnon monimuotoisuutta ja ekologisia toimintoja.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,noudattaa ympäristönsuojelulakeja ja -normeja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df86db8-dfcd-414b-854f-ad1cdb18d733,välittää tietoja kaivostoiminnan ympäristövaikutuksista,released,skill/competence,sector-specific,,"Valmistella esitelmiä, luentoja, konsultaatioita sidosryhmien kanssa ja julkisia kuulemistilaisuuksia, jotka käsittelevät kaivostoimintaan liittyviä ympäristökysymyksiä.",http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,arvioida ympäristövaikutuksia | neuvoa ympäristökysymyksissä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e01e994-0e09-4fbb-a76b-7f615678cc7d,huoltaa biokaasulaitosta,released,skill/competence,occupation-specific,,"Suorittaa rutiiniluonteisia kunnossapito- ja korjaustöitä sellaisille laitteille, joilla mädätetään energiakasveja ja maatalousjätettä. Varmistaa, että laitteet toimivat asianmukaisesti biomassan muuntamisessa biokaasuksi, jota käytetään lämmön ja sähkön tuotannossa.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,asentaa puu- ja metalliosia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f98653a-4aee-4619-91c7-0cdc2f8e225a,vastata orgaanisten sivutuotteiden käyttöä koskevista suunnitelmista,released,skill/competence,occupation-specific,,"Toteuttaa orgaanisten sivutuotteiden käyttöä koskevat suunnitelmat. Varmistaa, että orgaanisten sivutuotteiden käyttöä koskevissa suunnitelmissa noudattavat lainsäädäntöä, käytännesääntöjä ja viljelypolitiikkaa. Varmistaa, että käytössä on järjestelmiä ihmisten ja eläinten suojelemiseksi vaaroilta, joita syntyy orgaanisten sivutuotteiden, kuten kaasujen, kanssa. Valvoa orgaanisten sivutuotteiden käyttöä ja ryhtyä asianmukaisiin toimiin, jos ongelmia havaitaan.",http://data.europa.eu/esco/skill/a6c3bda0-c759-495e-b2c5-062b3abe2097,toteuttaa uusia menettelyjä tai prosesseja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/901297b8-9f66-431b-a6ab-bc2235acf056,kerätä rikkoutuneita laitteita,released,skill/competence,occupation-specific,,"Kerätä tai vastaanottaa tuotteita, jotka eivät ole enää toimivia ja joita ei voi korjata kotitalouksista, laitoksista tai keräyspisteistä, jotta ne voidaan lajitella hävitettäväksi tai kierrätettäväksi.",http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,lajitella materiaaleja tai tuotteita
